Code,Cross-Reference
311919,"Manufacturing candy-covered popcorn and nonchocolate granola bars--are classified in Industry 311340, Nonchocolate Confectionery Manufacturing;"
311919,"Salting, roasting, drying, cooking, or canning nuts and seeds--are classified in U.S. Industry 311911, Roasted Nuts and Peanut Butter Manufacturing;"
311919,"Manufacturing unpopped popcorn--are classified in U.S. Industry 311999, All Other Miscellaneous Food Manufacturing; and"
311919,"Manufacturing soft pretzels--are classified in U.S. Industry 311812, Commercial Bakeries."
311920,"Establishments primarily engaged in bottling and canning iced tea are classified in U.S. Industry 312111, Soft Drink Manufacturing."
311930,"Manufacturing chocolate syrup--are classified in Industry 31135, Chocolate and Confectionery Manufacturing;"
311930,"Manufacturing flavoring extracts (except coffee and meat) and natural food colorings--are classified in U.S. Industry 311942, Spice and Extract Manufacturing;"
311930,"Manufacturing coffee extracts and/or coffee-based syrups--are classified in Industry 311920, Coffee and Tea Manufacturing;"
311930,"Manufacturing liquid meat extracts from slaughtered or purchased carcasses--are classified in Industry 31161, Animal Slaughtering and Processing;"
311930,"Manufacturing canned gravies by mixing liquid meat extracts with other ingredients--are classified in U.S. Industry 311422, Specialty Canning;"
311930,"Manufacturing powdered drink mixes (except coffee, tea, chocolate, or milk based), table syrup from corn syrup, or sweetening syrups (except pure maple)--are classified in U.S. Industry 311999, All Other Miscellaneous Food Manufacturing;"
311930,"Reducing maple sap to maple syrup--are classified in U.S. Industry 111998, All Other Miscellaneous Crop Farming; and"
311930,"Manufacturing natural nonfood colorings--are classified in U.S. Industry 325199, All Other Basic Organic Chemical Manufacturing."
31194,"Manufacturing catsup and other tomato-based sauces--are classified in Industry 31142, Fruit and Vegetable Canning, Pickling, and Drying;"
31194,"Mixing purchased dried and/or dehydrated potato, rice, and pasta and packaging them with other purchased ingredients, and manufacturing prepared frosting--are classified in Industry 31199, All Other Food Manufacturing;"
31194,"Drying and/or dehydrating ingredients for dry soup mixes and bouillon--are classified in Industry 31142, Fruit and Vegetable Canning, Pickling, and Drying;"
31194,"Mixing purchased dried and/or dehydrated ingredients for dry soup mixes and bouillon--are classified in Industry 31199, All Other Food Manufacturing;"
31194,"Manufacturing industrial salts--are classified in Industry 32599, All Other Chemical Product and Preparation Manufacturing;"
31194,"Manufacturing flavoring syrups (except chocolate and coffee-based syrups)--are classified in Industry 31193, Flavoring Syrup and Concentrate Manufacturing;"
31194,"Manufacturing synthetic food colorings--are classified in Industry 32513, Synthetic Dye and Pigment Manufacturing;"
31194,"Manufacturing natural organic colorings for nonfood uses--are classified in Industry 32519, Other Basic Organic Chemical Manufacturing;"
31194,"Manufacturing coffee extracts--are classified in Industry 31192, Coffee and Tea Manufacturing;"
31194,"Manufacturing liquid meat extracts from slaughtered or purchased carcasses--are classified in Industry 31161, Animal Slaughtering and Processing; and"
31194,"Manufacturing canned liquid gravies--are classified in Industry 31142, Fruit and Vegetable Canning, Pickling, and Drying."
311941,"Manufacturing catsup and other tomato-based sauces--are classified in U.S. Industry 311421, Fruit and Vegetable Canning;"
311941,"Manufacturing dry salad dressing and dry sauce mixes--are classified in U.S. Industry 311942, Spice and Extract Manufacturing; and"
311941,"Manufacturing canned liquid gravies--are classified in U.S. Industry 311422, Specialty Canning."
311942,"Manufacturing catsup and other tomato-based sauces--are classified in U.S. Industry 311421, Fruit and Vegetable Canning;"
311942,"Manufacturing mayonnaise, dressings, and prepared sauces (except tomato-based and gravy)--are classified in U.S. Industry 311941, Mayonnaise, Dressing, and Other Prepared Sauce Manufacturing;"
311942,"Manufacturing canned liquid gravies--are classified in U.S. Industry 311422, Specialty Canning;"
311942,"Manufacturing industrial salts--are classified in U.S. Industry 325998, All Other Miscellaneous Chemical Product and Preparation Manufacturing;"
311942,"Drying and/or dehydrating ingredients for dry soup mixes and bouillon--are classified in U.S. Industry 311423, Dried and Dehydrated Food Manufacturing;"
311942,"Mixing purchased dried and/or dehydrated ingredients for dry soup mixes and bouillon--are classified in U.S. Industry 311999, All Other Miscellaneous Food Manufacturing;"
311942,"Manufacturing flavoring syrups (except chocolate and coffee-based syrups)--are classified in Industry 311930, Flavoring Syrup and Concentrate Manufacturing;"
311942,"Mixing purchased dried and/or dehydrated potato, rice, and pasta and packaging them with other purchased ingredients, and manufacturing prepared frosting--are classified in U.S. Industry 311999, All Other Miscellaneous Food Manufacturing;"
311942,"Manufacturing coffee extracts and/or coffee-based syrups--are classified in Industry 311920, Coffee and Tea Manufacturing;"
311942,"Manufacturing liquid meat extracts from slaughtered or purchased carcasses--are classified in Industry 31161, Animal Slaughtering and Processing;"
311942,"Manufacturing synthetic food colorings--are classified in Industry 325130, Synthetic Dye and Pigment  Manufacturing; and"
311942,"Manufacturing natural organic colorings for nonfood uses--are classified in U.S. Industry 325199, All Other Basic Organic Chemical Manufacturing."
31199,"Manufacturing animal foods--are classified in Industry Group 3111, Animal Food Manufacturing;"
31199,"Milling grains and oilseeds--are classified in Industry Group 3112, Grain and Oilseed Milling;"
31199,"Manufacturing sugar and confectionery products--are classified in Industry Group 3113, Sugar and Confectionery Product Manufacturing;"
31199,"Preserving fruit, vegetables, and specialty foods--are classified in Industry Group 3114, Fruit and Vegetable Preserving and Specialty Food Manufacturing;"
31199,"Manufacturing dairy products--are classified in Industry Group 3115, Dairy Product Manufacturing;"
31199,"Manufacturing meat products--are classified in Industry Group 3116, Animal Slaughtering and Processing;"
31199,"Manufacturing seafood products--are classified in Industry Group 3117, Seafood Product Preparation and Packaging;"
31199,"Manufacturing bakery products and tortillas--are classified in Industry Group 3118, Bakeries and Tortilla Manufacturing;"
31199,"Manufacturing snack foods--are classified in Industry 31191, Snack Food Manufacturing;"
31199,"Manufacturing coffee and tea--are classified in Industry 31192, Coffee and Tea Manufacturing;"
31199,"Manufacturing flavoring syrups and concentrates (except chocolate and coffee-based)--are classified in Industry 31193, Flavoring Syrup and Concentrate Manufacturing;"
31199,"Manufacturing seasonings and dressings--are classified in Industry 31194, Seasoning and Dressing Manufacturing;"
31199,"Milling rice and packaging it with other ingredients--are classified in Industry 31121, Flour Milling and Malt Manufacturing;"
31199,"Manufacturing dry pasta and packaging it with other ingredients--are classified in Industry 31182, Cookie, Cracker, and Pasta Manufacturing; and"
31199,"Drying and/or dehydrating ingredients and packaging them with other purchased ingredients--are classified in Industry 31142, Fruit and Vegetable Canning, Pickling, and Drying."
311999,"Manufacturing animal foods--are classified in Industry Group 3111, Animal Food Manufacturing;"
311999,"Milling grains and oilseeds--are classified in Industry Group 3112, Grain and Oilseed Milling;"
311999,"Manufacturing sugar and confectionery products--are classified in Industry Group 3113, Sugar and Confectionery Product Manufacturing;"
311999,"Preserving fruit, vegetable, and specialty foods--are classified in Industry Group 3114, Fruit and Vegetable Preserving and Specialty Food Manufacturing;"
311999,"Manufacturing dairy products--are classified in Industry Group 3115, Dairy Product Manufacturing;"
311999,"Manufacturing meat products--are classified in Industry Group 3116, Animal Slaughtering and Processing;"
311999,"Manufacturing seafood products--are classified in Industry Group 3117, Seafood Product Preparation and Packaging;"
311999,"Manufacturing bakery products and tortillas--are classified in Industry Group 3118, Bakeries and Tortilla Manufacturing;"
311999,"Manufacturing snack foods--are classified in Industry 31191, Snack Food Manufacturing;"
311999,"Manufacturing coffee and tea--are classified in Industry 31192, Coffee and Tea Manufacturing;"
311999,"Manufacturing flavoring syrups and concentrates (except coffee-based)--are classified in Industry 31193, Flavoring Syrup and Concentrate Manufacturing;"
311999,"Manufacturing seasonings and dressings--are classified in Industry 31194, Seasoning and Dressing Manufacturing;"
311999,"Manufacturing perishable prepared foods--are classified in U.S. Industry 311991, Perishable Prepared Food Manufacturing;"
311999,"Milling rice and packaging it with other ingredients--are classified in U.S. Industry 311212, Rice Milling;"
311999,"Manufacturing dry pasta and packaging it with ingredients--are classified in U.S. Industry 311824, Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour; and"
